id_cliente,nombre,municipio,departamento,latitud,longitud,capacidad_kg,horario_apertura,horario_cierre,prioridad,frecuencia_entrega,valor_pedido
C00174,Cliente SAN CARLOS 174,SAN CARLOS,ANTIOQUIA,6.201368257765491,-74.89530422203563,100,07:00,19:00,3,mensual,664888.8353038938
C00175,Cliente YOLOMBÓ 175,YOLOMBÓ,ANTIOQUIA,6.625691305793026,-75.01245417015026,50,07:00,20:00,3,mensual,4018554.0111954696
C00176,Cliente JERICÓ 176,JERICÓ,ANTIOQUIA,5.774310855435246,-75.76550662209704,200,09:00,20:00,3,mensual,2288975.5083655855
C00177,Cliente ABRIAQUÍ 177,ABRIAQUÍ,ANTIOQUIA,6.609199542243698,-76.09941758076042,200,07:00,18:00,3,semanal,2422430.6964526223
C00178,Cliente YARUMAL 178,YARUMAL,ANTIOQUIA,6.981291597512587,-75.45559226629214,1000,09:00,17:00,3,semanal,2516068.796443038
C00179,Cliente PUERTO TRIUNFO 179,PUERTO TRIUNFO,ANTIOQUIA,5.9356645965716615,-74.68006127923051,1000,09:00,20:00,3,semanal,1037735.1320992684
C00180,Cliente CAUCASIA 180,CAUCASIA,ANTIOQUIA,7.856764236996892,-75.0382822484533,50,08:00,20:00,2,mensual,2108741.462427357
C00181,Cliente BURITICÁ 181,BURITICÁ,ANTIOQUIA,6.806084623377923,-75.91822855029812,500,07:00,20:00,3,semanal,2594279.5456531886
C00182,Cliente SEGOVIA 182,SEGOVIA,ANTIOQUIA,7.264468006767583,-74.6126289535834,500,07:00,19:00,3,semanal,1420297.5963135052
C00183,Cliente URRAO 183,URRAO,ANTIOQUIA,6.326695521144346,-76.26469877881335,200,06:00,18:00,3,mensual,701260.041379936
C00184,Cliente ANGELÓPOLIS 184,ANGELÓPOLIS,ANTIOQUIA,6.11764271032343,-75.71187544465353,100,09:00,18:00,3,diario,4279206.212179417
C00185,Cliente COPACABANA 185,COPACABANA,ANTIOQUIA,6.341772135976127,-75.4859263339491,50,09:00,18:00,1,semanal,1595132.880647413
C00186,Cliente CAMPAMENTO 186,CAMPAMENTO,ANTIOQUIA,7.026342815308045,-75.28139231341834,50,09:00,20:00,2,mensual,2296258.2298490144
C00187,Cliente DAGUA 187,DAGUA,VALLE DEL CAUCA,3.66517060478643,-76.7227124950487,100,06:00,18:00,3,diario,2274697.4843080016
C00188,Cliente ANGELÓPOLIS 188,ANGELÓPOLIS,ANTIOQUIA,6.126116102464161,-75.70767857132459,500,09:00,17:00,3,semanal,2690884.030233493
C00189,Cliente FRONTINO 189,FRONTINO,ANTIOQUIA,6.705131590958768,-76.31976975388199,500,08:00,19:00,3,semanal,219229.44139883298
C00190,Cliente PEQUE 190,PEQUE,ANTIOQUIA,7.0264635322435725,-75.88844164887996,500,07:00,17:00,3,semanal,941051.6654899813
C00191,Cliente ITAGÜÍ 191,ITAGÜÍ,ANTIOQUIA,6.1719256821990705,-75.61391430765246,500,07:00,20:00,3,mensual,74452.9056253276
C00192,Cliente GIRALDO 192,GIRALDO,ANTIOQUIA,6.682019772922813,-75.94484214081217,200,07:00,19:00,3,diario,198369.26986975587
C00193,Cliente EL BAGRE 193,EL BAGRE,ANTIOQUIA,7.690375045481575,-74.64668446832293,500,08:00,20:00,3,diario,3379380.485214375
C00194,Cliente SAN PEDRO DE LOS MILAGROS 194,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,6.448048759733393,-75.54395002668718,100,06:00,19:00,3,semanal,136704.15476720806
C00195,Cliente GINEBRA 195,GINEBRA,VALLE DEL CAUCA,3.757339497653668,-76.17623568656181,50,09:00,19:00,3,semanal,3398741.2595973704
C00196,Cliente JAMUNDÍ 196,JAMUNDÍ,VALLE DEL CAUCA,3.231527403253523,-76.61453062465154,1000,06:00,18:00,2,diario,3044521.917318177
C00197,Cliente LA CEJA 197,LA CEJA,ANTIOQUIA,6.011611810368852,-75.43459303157108,1000,06:00,17:00,3,mensual,4398652.028441672
C00198,Cliente ZARAGOZA 198,ZARAGOZA,ANTIOQUIA,7.484611640582232,-74.84145626676477,200,07:00,18:00,3,mensual,2206137.408324018
C00199,Cliente NECHÍ 199,NECHÍ,ANTIOQUIA,7.978504284075269,-74.66656708901759,50,06:00,19:00,3,semanal,2839022.6903748713
C00200,Cliente JAMUNDÍ 200,JAMUNDÍ,VALLE DEL CAUCA,3.209434713050814,-76.6296564350951,50,09:00,17:00,3,diario,2955955.4531206973
