zona,dia_semana,hora,velocidad_promedio,flujo_vehicular,nivel_congestion,factor_congestion,velocidad_ajustada,categoria_hora,es_fin_semana
Sur,2,2,44.3,274,61.7,0.617,36.100069999999995,Bajo,0
Sur,2,3,47.1,216,16.8,0.168,44.72616,Bajo,0
Sur,2,4,40.4,615,66.4,0.664,32.35232,Bajo,0
Sur,2,5,44.7,690,80.6,0.8059999999999999,33.89154,Bajo,0
Sur,2,6,45.9,707,20.6,0.20600000000000002,43.06338,Bajo,0
Sur,2,7,16.7,288,5.7,0.057,16.41443,Pico,0
Sur,2,8,23.0,755,3.9,0.039,22.7309,Pico,0
Sur,2,9,16.8,416,93.4,0.934,12.092640000000001,Pico,0
Sur,2,10,33.2,455,4.2,0.042,32.78168,Normal,0
Sur,2,11,31.5,790,96.5,0.965,22.38075,Normal,0
Sur,2,12,30.0,766,63.9,0.639,24.249000000000002,Normal,0
Sur,2,13,38.7,418,51.6,0.516,32.70924,Normal,0
Sur,2,14,34.9,566,14.0,0.14,33.4342,Normal,0
Sur,2,15,30.3,315,70.5,0.705,23.89155,Normal,0
Sur,2,16,32.0,571,97.0,0.97,22.688000000000002,Normal,0
Sur,2,17,16.4,570,44.4,0.444,14.21552,Pico,0
Sur,2,18,28.0,224,69.3,0.693,22.178800000000003,Pico,0
Sur,2,19,27.6,761,68.3,0.6829999999999999,21.944760000000002,Pico,0
Sur,2,20,45.0,532,86.9,0.8690000000000001,33.268499999999996,Bajo,0
Sur,2,21,45.7,121,93.1,0.9309999999999999,32.935990000000004,Bajo,0
Sur,2,22,46.9,573,21.6,0.21600000000000003,43.86088,Bajo,0
Sur,2,23,46.6,375,65.1,0.6509999999999999,37.49902,Bajo,0
Sur,3,0,41.1,560,99.9,0.9990000000000001,28.782329999999998,Bajo,0
Sur,3,1,40.5,784,40.7,0.40700000000000003,35.55495,Bajo,0
Sur,3,2,48.7,647,56.7,0.5670000000000001,40.41613,Bajo,0
Sur,3,3,47.4,714,40.4,0.40399999999999997,41.65512,Bajo,0
Sur,3,4,43.3,567,80.8,0.8079999999999999,32.80408,Bajo,0
Sur,3,5,47.6,658,43.6,0.436,41.37392,Bajo,0
Sur,3,6,48.2,184,54.4,0.544,40.333760000000005,Bajo,0
Sur,3,7,15.1,327,36.6,0.366,13.44202,Pico,0
Sur,3,8,20.9,586,38.9,0.389,18.46097,Pico,0
Sur,3,9,21.7,266,37.3,0.373,19.27177,Pico,0
Sur,3,10,32.3,151,60.3,0.603,26.45693,Normal,0
Sur,3,11,36.7,533,46.3,0.46299999999999997,31.60237,Normal,0
Sur,3,12,33.8,704,51.9,0.519,28.53734,Normal,0
Sur,3,13,34.8,117,34.1,0.341,31.239959999999996,Normal,0
Sur,3,14,33.8,379,58.0,0.58,27.9188,Normal,0
Sur,3,15,35.3,525,76.5,0.765,27.198649999999997,Normal,0
Sur,3,16,38.1,602,95.6,0.956,27.172920000000005,Normal,0
Sur,3,17,15.3,237,0.8,0.008,15.263280000000002,Pico,0
Sur,3,18,24.7,728,24.3,0.243,22.89937,Pico,0
Sur,3,19,28.9,142,93.4,0.934,20.80222,Pico,0
Sur,3,20,43.5,170,48.6,0.486,37.157700000000006,Bajo,0
Sur,3,21,42.6,299,30.7,0.307,38.67654,Bajo,0
Sur,3,22,48.0,477,31.1,0.311,43.52160000000001,Bajo,0
Sur,3,23,46.1,601,27.3,0.273,42.32441,Bajo,0
Sur,4,0,44.1,185,18.1,0.18100000000000002,41.70537,Bajo,0
Sur,4,1,46.8,227,52.5,0.525,39.429,Bajo,0
Sur,4,2,47.1,174,56.7,0.5670000000000001,39.08829,Bajo,0
Sur,4,3,42.6,774,48.4,0.484,36.414480000000005,Bajo,0
Sur,4,4,48.1,485,4.3,0.043,47.47951,Bajo,0
Sur,4,5,46.3,765,60.2,0.602,37.93822,Bajo,0
Sur,4,6,48.2,718,22.8,0.228,44.90312,Bajo,0
Sur,4,7,18.2,527,41.1,0.41100000000000003,15.95594,Pico,0
Sur,4,8,27.6,730,35.3,0.353,24.67716,Pico,0
Sur,4,9,18.6,646,27.5,0.275,17.0655,Pico,0
Sur,4,10,38.2,396,66.8,0.6679999999999999,30.544720000000005,Normal,0
Sur,4,11,31.0,536,45.2,0.452,26.796400000000002,Normal,0
Sur,4,12,35.9,217,73.7,0.737,27.96251,Normal,0
Sur,4,13,38.6,251,9.6,0.096,37.48832,Normal,0
Sur,4,14,30.2,549,60.7,0.607,24.700580000000002,Normal,0
Sur,4,15,35.5,262,39.1,0.391,31.33585,Normal,0
Sur,4,16,35.9,447,98.8,0.988,25.25924,Normal,0
Sur,4,17,17.0,586,40.4,0.40399999999999997,14.9396,Pico,0
Sur,4,18,21.4,602,69.2,0.6920000000000001,16.957359999999998,Pico,0
Sur,4,19,29.9,189,10.4,0.10400000000000001,28.967119999999998,Pico,0
Sur,4,20,47.2,504,27.4,0.27399999999999997,43.32016000000001,Bajo,0
Sur,4,21,40.8,159,89.4,0.894,29.857439999999997,Bajo,0
Sur,4,22,41.9,326,22.7,0.22699999999999998,39.046609999999994,Bajo,0
Sur,4,23,43.5,148,51.9,0.519,36.727050000000006,Bajo,0
Sur,5,0,50.7,660,23.4,0.23399999999999999,47.14086,Bajo,1
Sur,5,1,55.4,716,65.1,0.6509999999999999,44.58038,Bajo,1
Sur,5,2,55.3,327,33.3,0.33299999999999996,49.775529999999996,Bajo,1
Sur,5,3,56.7,795,66.2,0.662,45.43938,Bajo,1
Sur,5,4,55.6,611,46.5,0.465,47.8438,Bajo,1
Sur,5,5,50.6,493,95.8,0.958,36.05756,Bajo,1
Sur,5,6,51.8,583,20.1,0.201,48.67646,Bajo,1
Sur,5,7,33.0,167,45.0,0.45,28.544999999999998,Pico,1
Sur,5,8,36.3,343,66.5,0.665,29.058149999999998,Pico,1
Sur,5,9,36.9,749,23.5,0.235,34.29855,Pico,1
Sur,5,10,44.0,206,99.2,0.992,30.9056,Normal,1
Sur,5,11,49.3,477,84.2,0.8420000000000001,36.84682,Normal,1
Sur,5,12,45.2,536,8.9,0.08900000000000001,43.99316,Normal,1
Sur,5,13,47.6,189,82.6,0.826,35.80472,Normal,1
Sur,5,14,47.8,596,3.6,0.036000000000000004,47.283759999999994,Normal,1
Sur,5,15,43.0,284,36.0,0.36,38.356,Normal,1
Sur,5,16,40.9,755,55.4,0.5539999999999999,34.102419999999995,Normal,1
Sur,5,17,29.6,377,44.7,0.447,25.63064,Pico,1
Sur,5,18,34.0,460,91.9,0.919,24.626199999999997,Pico,1
Sur,5,19,32.5,794,85.1,0.851,24.20275,Pico,1
Sur,5,20,52.1,751,11.6,0.11599999999999999,50.28692,Bajo,1
Sur,5,21,58.2,366,87.8,0.878,42.87012000000001,Bajo,1
Sur,5,22,58.7,664,79.0,0.79,44.7881,Bajo,1
Sur,5,23,53.0,156,40.3,0.40299999999999997,46.5923,Bajo,1
Sur,6,0,51.7,586,34.6,0.34600000000000003,46.33354,Bajo,1
Sur,6,1,59.8,548,82.2,0.8220000000000001,45.05331999999999,Bajo,1
Sur,6,2,51.3,703,92.3,0.9229999999999999,37.09503,Bajo,1
Sur,6,3,54.9,524,76.5,0.765,42.30045,Bajo,1
Sur,6,4,51.7,451,39.9,0.39899999999999997,45.51151,Bajo,1
Sur,6,5,51.5,357,6.8,0.068,50.449400000000004,Bajo,1
Sur,6,6,50.3,194,96.3,0.963,35.76833,Bajo,1
Sur,6,7,33.2,776,43.2,0.43200000000000005,28.897280000000002,Pico,1
Sur,6,8,29.7,454,44.0,0.44,25.7796,Pico,1
Sur,6,9,26.6,548,21.6,0.21600000000000003,24.876320000000003,Pico,1
Sur,6,10,46.2,555,15.2,0.152,44.09328000000001,Normal,1
Sur,6,11,40.6,646,46.0,0.46,34.9972,Normal,1
Sur,6,12,40.6,796,5.8,0.057999999999999996,39.89356,Normal,1
Sur,6,13,47.0,788,23.9,0.239,43.6301,Normal,1
Sur,6,14,41.4,184,30.3,0.303,37.636739999999996,Normal,1
Sur,6,15,41.0,584,6.2,0.062,40.2374,Normal,1
Sur,6,16,45.1,797,81.4,0.8140000000000001,34.086580000000005,Normal,1
Sur,6,17,34.2,314,62.4,0.624,27.79776,Pico,1
Sur,6,18,32.9,398,13.1,0.131,31.607029999999998,Pico,1
Sur,6,19,38.3,414,19.5,0.195,36.05945,Pico,1
Sur,6,20,53.7,389,82.8,0.828,40.36092000000001,Bajo,1
Sur,6,21,57.3,638,1.1,0.011000000000000001,57.11091,Bajo,1
Sur,6,22,54.2,436,1.9,0.019,53.89106,Bajo,1
Sur,6,23,52.6,632,13.7,0.13699999999999998,50.43814,Bajo,1
Oriente,0,0,45.4,250,1.2,0.012,45.23656,Bajo,0
Oriente,0,1,42.4,783,80.2,0.802,32.19856,Bajo,0
Oriente,0,2,49.6,441,11.0,0.11,47.9632,Bajo,0
Oriente,0,3,45.5,418,84.4,0.8440000000000001,33.9794,Bajo,0
Oriente,0,4,41.0,441,15.0,0.15,39.155,Bajo,0
Oriente,0,5,43.2,616,47.6,0.47600000000000003,37.03104,Bajo,0
Oriente,0,6,43.8,376,45.9,0.45899999999999996,37.76874,Bajo,0
Oriente,0,7,26.8,724,95.5,0.955,19.1218,Pico,0
Oriente,0,8,26.8,320,68.8,0.688,21.268480000000004,Pico,0
Oriente,0,9,21.6,278,84.1,0.841,16.15032,Pico,0
Oriente,0,10,30.4,731,46.1,0.461,26.19568,Normal,0
Oriente,0,11,36.4,561,89.5,0.895,26.6266,Normal,0
Oriente,0,12,36.4,529,6.7,0.067,35.66836,Normal,0
Oriente,0,13,35.2,205,73.7,0.737,27.417280000000005,Normal,0
Oriente,0,14,35.1,576,4.2,0.042,34.657740000000004,Normal,0
Oriente,0,15,30.8,601,7.2,0.07200000000000001,30.13472,Normal,0
Oriente,0,16,30.7,108,95.7,0.9570000000000001,21.886029999999998,Normal,0
Oriente,0,17,26.1,347,29.7,0.297,23.774490000000004,Pico,0
Oriente,0,18,20.2,642,66.1,0.6609999999999999,16.19434,Pico,0
Oriente,0,19,17.8,221,9.8,0.098,17.276680000000002,Pico,0
Oriente,0,20,46.6,635,26.5,0.265,42.8953,Bajo,0
Oriente,0,21,40.2,157,96.8,0.968,28.525920000000003,Bajo,0
Oriente,0,22,43.0,638,62.5,0.625,34.9375,Bajo,0
Oriente,0,23,43.8,243,12.1,0.121,42.21006,Bajo,0
Oriente,1,0,46.2,642,64.4,0.644,37.27416,Bajo,0
Oriente,1,1,45.3,129,96.8,0.968,32.14488,Bajo,0
Oriente,1,2,48.0,304,98.0,0.98,33.888,Bajo,0
Oriente,1,3,46.0,507,74.8,0.748,35.677600000000005,Bajo,0
Oriente,1,4,48.1,559,12.8,0.128,46.25296,Bajo,0
Oriente,1,5,43.4,749,22.5,0.225,40.4705,Bajo,0
Oriente,1,6,43.7,402,43.9,0.439,37.94471000000001,Bajo,0
Oriente,1,7,24.2,760,24.1,0.24100000000000002,22.450339999999997,Pico,0
Oriente,1,8,16.8,238,88.7,0.887,12.32952,Pico,0
Oriente,1,9,24.7,300,81.6,0.816,18.653440000000003,Pico,0
Oriente,1,10,38.6,692,91.9,0.919,27.95798,Normal,0
Oriente,1,11,32.5,628,46.1,0.461,28.00525,Normal,0
Oriente,1,12,38.4,609,77.6,0.7759999999999999,29.460480000000004,Normal,0
Oriente,1,13,36.6,224,54.5,0.545,30.615900000000003,Normal,0
Oriente,1,14,39.8,756,4.3,0.043,39.286579999999994,Normal,0
Oriente,1,15,31.6,192,72.6,0.726,24.71752,Normal,0
Oriente,1,16,38.2,249,50.6,0.506,32.40124,Normal,0
Oriente,1,17,27.6,612,54.2,0.542,23.112240000000003,Pico,0
Oriente,1,18,23.9,455,29.8,0.298,21.76334,Pico,0
Oriente,1,19,23.5,582,87.3,0.873,17.34535,Pico,0
Oriente,1,20,46.4,632,16.0,0.16,44.172799999999995,Bajo,0
Oriente,1,21,44.6,106,24.7,0.247,41.295139999999996,Bajo,0
Oriente,1,22,47.3,794,9.9,0.099,45.89519,Bajo,0
Oriente,1,23,44.0,660,20.4,0.204,41.3072,Bajo,0
Oriente,2,0,45.6,613,61.6,0.616,37.173120000000004,Bajo,0
Oriente,2,1,41.9,348,78.4,0.784,32.04512,Bajo,0
Oriente,2,2,45.5,103,76.1,0.7609999999999999,35.11235,Bajo,0
Oriente,2,3,40.4,622,20.2,0.20199999999999999,37.95176,Bajo,0
Oriente,2,4,49.6,357,32.7,0.327,44.73424,Bajo,0
Oriente,2,5,41.5,313,87.7,0.877,30.58135,Bajo,0
Oriente,2,6,50.0,357,44.9,0.449,43.265,Bajo,0
Oriente,2,7,25.8,720,59.3,0.593,21.21018,Pico,0
Oriente,2,8,20.9,388,69.6,0.696,16.53608,Pico,0
Oriente,2,9,15.0,533,35.5,0.355,13.4025,Pico,0
Oriente,2,10,37.9,165,58.8,0.588,31.21444,Normal,0
Oriente,2,11,34.8,549,6.5,0.065,34.1214,Normal,0
Oriente,2,12,35.8,493,56.1,0.561,29.774859999999997,Normal,0
Oriente,2,13,36.0,573,80.5,0.805,27.305999999999997,Normal,0
Oriente,2,14,32.7,677,49.8,0.498,27.81462,Normal,0
Oriente,2,15,30.8,140,33.4,0.33399999999999996,27.71384,Normal,0
Oriente,2,16,37.8,595,78.9,0.789,28.852739999999997,Normal,0
Oriente,2,17,22.8,408,14.7,0.147,21.79452,Pico,0
Oriente,2,18,19.9,403,8.9,0.08900000000000001,19.368669999999998,Pico,0
Oriente,2,19,18.3,518,73.6,0.736,14.259360000000001,Pico,0
Oriente,2,20,50.0,753,64.3,0.643,40.355000000000004,Bajo,0
Oriente,2,21,44.2,545,78.6,0.7859999999999999,33.777640000000005,Bajo,0
Oriente,2,22,41.2,386,84.0,0.84,30.817600000000002,Bajo,0
Oriente,2,23,43.8,500,58.8,0.588,36.073679999999996,Bajo,0
Oriente,3,0,41.8,353,33.5,0.335,37.59909999999999,Bajo,0
Oriente,3,1,40.3,116,83.2,0.8320000000000001,30.241119999999995,Bajo,0
Oriente,3,2,42.7,462,29.9,0.299,38.86981,Bajo,0
Oriente,3,3,49.4,281,43.0,0.43,43.0274,Bajo,0
Oriente,3,4,48.7,689,18.6,0.18600000000000003,45.98254000000001,Bajo,0
Oriente,3,5,48.0,420,48.3,0.483,41.044799999999995,Bajo,0
Oriente,3,6,41.3,156,72.8,0.728,32.28008,Bajo,0
Oriente,3,7,22.4,405,73.0,0.73,17.4944,Pico,0
Oriente,3,8,26.5,211,61.0,0.61,21.650499999999997,Pico,0
Oriente,3,9,17.0,625,65.7,0.657,13.649299999999998,Pico,0
Oriente,3,10,39.6,148,5.7,0.057,38.92284,Normal,0
Oriente,3,11,32.8,283,24.7,0.247,30.369519999999994,Normal,0
Oriente,3,12,39.1,274,27.2,0.272,35.909440000000004,Normal,0
Oriente,3,13,37.6,414,77.7,0.777,28.835440000000002,Normal,0
Oriente,3,14,30.7,441,3.4,0.034,30.38686,Normal,0
Oriente,3,15,30.6,734,13.9,0.139,29.323980000000002,Normal,0
Oriente,3,16,35.3,387,34.7,0.34700000000000003,31.625269999999997,Normal,0
Oriente,3,17,28.5,115,66.4,0.664,22.822799999999997,Pico,0
Oriente,3,18,29.5,492,93.7,0.937,21.20755,Pico,0
Oriente,3,19,15.8,393,26.0,0.26,14.5676,Pico,0
Oriente,3,20,47.3,786,25.7,0.257,43.65317,Bajo,0
Oriente,3,21,46.5,238,56.5,0.565,38.61825,Bajo,0
Oriente,3,22,44.6,780,60.9,0.609,36.45158,Bajo,0
Oriente,3,23,43.5,179,15.1,0.151,41.52945,Bajo,0
Oriente,4,0,42.3,275,85.1,0.851,31.500809999999998,Bajo,0
Oriente,4,1,45.6,466,11.5,0.115,44.0268,Bajo,0
Oriente,4,2,48.6,605,6.8,0.068,47.608560000000004,Bajo,0
Oriente,4,3,47.1,480,8.2,0.08199999999999999,45.941340000000004,Bajo,0
Oriente,4,4,44.6,439,16.6,0.166,42.37892,Bajo,0
Oriente,4,5,49.5,694,66.9,0.669,39.56535,Bajo,0
Oriente,4,6,44.6,388,65.1,0.6509999999999999,35.88962,Bajo,0
Oriente,4,7,23.2,143,51.3,0.513,19.62952,Pico,0
Oriente,4,8,27.1,421,5.2,0.052000000000000005,26.67724,Pico,0
Oriente,4,9,26.8,240,25.9,0.259,24.71764,Pico,0
Oriente,4,10,31.6,331,75.7,0.757,24.423640000000002,Normal,0
Oriente,4,11,35.2,243,87.8,0.878,25.928320000000003,Normal,0
Oriente,4,12,38.8,709,23.9,0.239,36.01804,Normal,0
Oriente,4,13,34.5,789,77.2,0.772,26.5098,Normal,0
Oriente,4,14,30.3,145,46.4,0.46399999999999997,26.082240000000002,Normal,0
Oriente,4,15,39.1,477,49.8,0.498,33.25846,Normal,0
Oriente,4,16,31.1,559,82.2,0.8220000000000001,23.43074,Normal,0
Oriente,4,17,20.7,642,96.4,0.9640000000000001,14.71356,Pico,0
Oriente,4,18,18.1,466,28.7,0.287,16.541590000000003,Pico,0
Oriente,4,19,26.9,504,63.5,0.635,21.77555,Pico,0
Oriente,4,20,48.0,377,91.5,0.915,34.824,Bajo,0
Oriente,4,21,45.3,210,69.6,0.696,35.84136,Bajo,0
Oriente,4,22,47.9,321,85.7,0.857,35.58491,Bajo,0
Oriente,4,23,49.1,293,98.4,0.9840000000000001,34.60568,Bajo,0
Oriente,5,0,51.4,241,18.4,0.184,48.56272,Bajo,1
Oriente,5,1,58.9,558,15.2,0.152,56.21416,Bajo,1
Oriente,5,2,54.4,530,8.3,0.083,53.04544,Bajo,1
Oriente,5,3,58.8,662,50.5,0.505,49.891799999999996,Bajo,1
Oriente,5,4,59.7,392,98.4,0.9840000000000001,42.07656,Bajo,1
Oriente,5,5,56.7,544,16.6,0.166,53.876340000000006,Bajo,1
Oriente,5,6,58.8,399,16.2,0.162,55.942319999999995,Bajo,1
Oriente,5,7,25.2,491,52.7,0.527,21.21588,Pico,1
Oriente,5,8,35.8,723,7.9,0.079,34.951539999999994,Pico,1
Oriente,5,9,36.0,231,85.8,0.858,26.733600000000003,Pico,1
Oriente,5,10,48.2,478,71.0,0.71,37.933400000000006,Normal,1
Oriente,5,11,43.1,429,82.2,0.8220000000000001,32.47154,Normal,1
Oriente,5,12,44.6,350,49.4,0.494,37.99028,Normal,1
Oriente,5,13,48.3,334,17.4,0.174,45.77874,Normal,1
Oriente,5,14,47.1,678,10.1,0.10099999999999999,45.67287,Normal,1
Oriente,5,15,42.4,199,34.8,0.348,37.97344,Normal,1
Oriente,5,16,44.5,624,65.1,0.6509999999999999,35.809149999999995,Normal,1
Oriente,5,17,34.3,346,84.1,0.841,25.64611,Pico,1
Oriente,5,18,32.1,785,63.4,0.634,25.99458,Pico,1
Oriente,5,19,26.9,573,32.5,0.325,24.27725,Pico,1
Oriente,5,20,56.9,148,17.5,0.175,53.91275,Bajo,1
Oriente,5,21,58.6,259,83.7,0.8370000000000001,43.88554,Bajo,1
Oriente,5,22,52.8,550,69.4,0.6940000000000001,41.80703999999999,Bajo,1
Oriente,5,23,55.1,313,21.3,0.213,51.57911000000001,Bajo,1
Oriente,6,0,50.3,312,65.3,0.653,40.44623,Bajo,1
Oriente,6,1,59.4,709,76.6,0.7659999999999999,45.74988,Bajo,1
Oriente,6,2,57.9,565,26.0,0.26,53.3838,Bajo,1
Oriente,6,3,59.1,569,56.0,0.56,49.1712,Bajo,1
Oriente,6,4,51.1,412,46.0,0.46,44.0482,Bajo,1
Oriente,6,5,58.6,482,38.0,0.38,51.9196,Bajo,1
Oriente,6,6,59.8,177,42.3,0.423,52.21138,Bajo,1
Oriente,6,7,25.6,617,91.8,0.9179999999999999,18.549760000000003,Pico,1
Oriente,6,8,29.2,700,29.2,0.292,26.64208,Pico,1
Oriente,6,9,38.7,627,80.5,0.805,29.35395,Pico,1
Oriente,6,10,40.2,773,72.7,0.727,31.432380000000006,Normal,1
Oriente,6,11,43.0,680,28.2,0.282,39.3622,Normal,1
Oriente,6,12,48.7,178,70.4,0.7040000000000001,38.41456,Normal,1
Oriente,6,13,45.4,167,24.2,0.242,42.10396,Normal,1
Oriente,6,14,40.1,428,30.1,0.301,36.47897,Normal,1
Oriente,6,15,46.0,308,30.0,0.3,41.86,Normal,1
Oriente,6,16,47.4,133,90.3,0.903,34.559340000000006,Normal,1
Oriente,6,17,37.8,567,59.3,0.593,31.07538,Pico,1
Oriente,6,18,38.4,229,7.9,0.079,37.48992,Pico,1
Oriente,6,19,28.6,656,3.5,0.035,28.2997,Pico,1
Oriente,6,20,55.8,796,85.6,0.856,41.47056,Bajo,1
Oriente,6,21,55.2,144,83.1,0.831,41.43864000000001,Bajo,1
Oriente,6,22,56.0,180,9.4,0.094,54.4208,Bajo,1
Oriente,6,23,59.1,568,82.9,0.8290000000000001,44.40183,Bajo,1
Occidente,0,0,48.8,500,51.7,0.517,41.23112,Bajo,0
Occidente,0,1,44.3,321,43.5,0.435,38.51884999999999,Bajo,0
Occidente,0,2,47.7,521,89.3,0.893,34.921170000000004,Bajo,0
Occidente,0,3,44.4,524,63.1,0.631,35.995079999999994,Bajo,0
Occidente,0,4,45.9,591,23.7,0.237,42.63651,Bajo,0
Occidente,0,5,45.1,172,38.5,0.385,39.890950000000004,Bajo,0
Occidente,0,6,44.9,556,95.1,0.951,32.09003,Bajo,0
Occidente,0,7,24.0,620,50.6,0.506,20.3568,Pico,0
Occidente,0,8,24.5,149,25.4,0.254,22.6331,Pico,0
Occidente,0,9,20.4,430,4.6,0.046,20.118479999999998,Pico,0
Occidente,0,10,31.4,293,97.2,0.972,22.243759999999998,Normal,0
Occidente,0,11,33.3,437,19.6,0.196,31.34196,Normal,0
Occidente,0,12,36.1,296,20.7,0.207,33.85819,Normal,0
Occidente,0,13,35.2,103,0.8,0.008,35.115520000000004,Normal,0
Occidente,0,14,32.2,125,10.8,0.10800000000000001,31.156720000000004,Normal,0
Occidente,0,15,33.4,661,57.2,0.5720000000000001,27.66856,Normal,0
Occidente,0,16,35.1,305,93.2,0.932,25.28604,Normal,0
Occidente,0,17,21.0,160,61.7,0.617,17.1129,Pico,0
Occidente,0,18,16.7,341,50.7,0.507,14.15993,Pico,0
Occidente,0,19,28.1,445,70.2,0.7020000000000001,22.18214,Pico,0
Occidente,0,20,49.9,192,27.5,0.275,45.783249999999995,Bajo,0
Occidente,0,21,43.9,395,41.1,0.41100000000000003,38.48713,Bajo,0
Occidente,0,22,49.1,599,60.8,0.608,40.14416,Bajo,0
Occidente,0,23,43.1,676,95.5,0.955,30.75185,Bajo,0
Occidente,1,0,48.2,101,63.6,0.636,39.003440000000005,Bajo,0
Occidente,1,1,40.5,280,6.0,0.06,39.771,Bajo,0
Occidente,1,2,46.0,580,11.4,0.114,44.4268,Bajo,0
Occidente,1,3,43.8,419,36.9,0.369,38.951339999999995,Bajo,0
Occidente,1,4,41.2,393,75.1,0.7509999999999999,31.917640000000006,Bajo,0
Occidente,1,5,40.7,156,35.5,0.355,36.36545,Bajo,0
Occidente,1,6,49.4,568,67.9,0.679,39.33722,Bajo,0
Occidente,1,7,20.4,515,1.0,0.01,20.3388,Pico,0
Occidente,1,8,24.5,739,61.3,0.613,19.99445,Pico,0
Occidente,1,9,28.1,606,12.1,0.121,27.079970000000003,Pico,0
Occidente,1,10,39.0,146,53.4,0.534,32.7522,Normal,0
Occidente,1,11,31.4,108,42.2,0.42200000000000004,27.424759999999996,Normal,0
Occidente,1,12,33.0,440,57.7,0.5770000000000001,27.287699999999997,Normal,0
Occidente,1,13,30.4,186,55.9,0.5589999999999999,25.30192,Normal,0
Occidente,1,14,33.4,610,65.2,0.652,26.86696,Normal,0
Occidente,1,15,38.5,584,43.0,0.43,33.5335,Normal,0
Occidente,1,16,36.7,292,30.6,0.306,33.330940000000005,Normal,0
Occidente,1,17,26.8,412,79.8,0.7979999999999999,20.38408,Pico,0
Occidente,1,18,27.3,700,91.7,0.917,19.78977,Pico,0
Occidente,1,19,21.5,323,58.2,0.5820000000000001,17.746100000000002,Pico,0
Occidente,1,20,43.7,520,70.6,0.706,34.444340000000004,Bajo,0
Occidente,1,21,46.9,362,16.7,0.16699999999999998,44.550309999999996,Bajo,0
Occidente,1,22,44.3,199,89.0,0.89,32.4719,Bajo,0
Occidente,1,23,43.5,208,2.5,0.025,43.173750000000005,Bajo,0
Occidente,2,0,46.5,545,34.1,0.341,41.74305,Bajo,0
Occidente,2,1,40.7,386,31.1,0.311,36.90269000000001,Bajo,0
Occidente,2,2,46.8,524,36.5,0.365,41.675399999999996,Bajo,0
Occidente,2,3,42.2,791,45.4,0.45399999999999996,36.452360000000006,Bajo,0
Occidente,2,4,46.9,198,48.6,0.486,40.061980000000005,Bajo,0
Occidente,2,5,40.3,453,96.4,0.9640000000000001,28.645239999999998,Bajo,0
Occidente,2,6,43.8,127,3.1,0.031,43.39266,Bajo,0
Occidente,2,7,20.8,212,2.3,0.023,20.656480000000002,Pico,0
Occidente,2,8,26.3,420,28.9,0.289,24.01979,Pico,0
Occidente,2,9,28.5,181,95.6,0.956,20.3262,Pico,0
Occidente,2,10,33.1,721,60.3,0.603,27.112210000000005,Normal,0
Occidente,2,11,38.3,788,28.8,0.28800000000000003,34.99088,Normal,0
Occidente,2,12,39.6,372,38.6,0.386,35.01432,Normal,0
Occidente,2,13,33.4,478,15.4,0.154,31.85692,Normal,0
Occidente,2,14,35.5,479,76.2,0.762,27.3847,Normal,0
Occidente,2,15,38.3,408,30.2,0.302,34.83002,Normal,0
Occidente,2,16,32.6,236,5.8,0.057999999999999996,32.03276,Normal,0
Occidente,2,17,20.1,289,96.6,0.966,14.27502,Pico,0
Occidente,2,18,23.4,343,58.0,0.58,19.328400000000002,Pico,0
Occidente,2,19,17.1,410,62.6,0.626,13.888620000000001,Pico,0
Occidente,2,20,44.9,381,99.4,0.9940000000000001,31.51082,Bajo,0
Occidente,2,21,48.8,536,56.9,0.569,40.46984,Bajo,0
Occidente,2,22,46.2,240,39.5,0.395,40.7253,Bajo,0
Occidente,2,23,40.4,432,54.3,0.5429999999999999,33.81884,Bajo,0
Occidente,3,0,42.3,774,90.9,0.909,30.76479,Bajo,0
Occidente,3,1,47.2,473,87.0,0.87,34.8808,Bajo,0
Occidente,3,2,41.3,653,12.5,0.125,39.75125,Bajo,0
Occidente,3,3,47.9,293,87.7,0.877,35.297509999999996,Bajo,0
Occidente,3,4,49.4,204,46.3,0.46299999999999997,42.53834,Bajo,0
Occidente,3,5,49.8,438,86.4,0.8640000000000001,36.891839999999995,Bajo,0
Occidente,3,6,45.9,362,28.6,0.28600000000000003,41.96178,Bajo,0
Occidente,3,7,18.0,633,38.7,0.387,15.9102,Pico,0
Occidente,3,8,22.7,444,57.7,0.5770000000000001,18.770629999999997,Pico,0
Occidente,3,9,28.0,786,40.8,0.408,24.5728,Pico,0
Occidente,3,10,38.3,635,57.4,0.574,31.704739999999997,Normal,0
Occidente,3,11,39.6,240,10.9,0.109,38.305080000000004,Normal,0
Occidente,3,12,38.5,407,84.7,0.847,28.71715,Normal,0
Occidente,3,13,38.9,143,88.3,0.883,28.595390000000002,Normal,0
Occidente,3,14,34.5,457,62.7,0.627,28.010550000000002,Normal,0
Occidente,3,15,39.3,113,47.7,0.47700000000000004,33.67617,Normal,0
Occidente,3,16,36.9,605,69.3,0.693,29.22849,Normal,0
Occidente,3,17,17.0,309,35.9,0.359,15.1691,Pico,0
Occidente,3,18,27.1,295,21.1,0.21100000000000002,25.38457,Pico,0
Occidente,3,19,29.4,106,99.8,0.998,20.59764,Pico,0
Occidente,3,20,46.8,679,29.5,0.295,42.658199999999994,Bajo,0
Occidente,3,21,40.1,616,83.4,0.8340000000000001,30.06698,Bajo,0
Occidente,3,22,47.4,199,75.3,0.753,36.69234,Bajo,0
