id_cliente,nombre,municipio,departamento,latitud,longitud,capacidad_kg,horario_apertura,horario_cierre,prioridad,frecuencia_entrega,valor_pedido,apertura_minutos,cierre_minutos,ventana_horas,categoria_volumen
C00147,Cliente MUTATÁ 147,MUTATÁ,ANTIOQUIA,7.347267118965405,-76.4570798340403,1000,08:00,17:00,2,diario,1951248.5268816848,480,1020,9.0,Grande
C00148,Cliente ABRIAQUÍ 148,ABRIAQUÍ,ANTIOQUIA,6.640617605831758,-76.0739467725148,50,06:00,19:00,3,semanal,1338155.17136006,360,1140,13.0,Pequeno
C00149,Cliente VERSALLES 149,VERSALLES,VALLE DEL CAUCA,4.654572180028164,-76.25140400527785,200,09:00,19:00,2,semanal,2708023.393322397,540,1140,10.0,Mediano
C00150,Cliente NARIÑO 150,NARIÑO,ANTIOQUIA,5.597072169649113,-75.18016511734328,200,06:00,20:00,2,diario,4449302.9953514375,360,1200,14.0,Mediano
C00151,Cliente PRADERA 151,PRADERA,VALLE DEL CAUCA,3.4347243913338805,-76.19700151526327,50,06:00,19:00,1,semanal,1894808.159210954,360,1140,13.0,Pequeno
C00152,Cliente MUTATÁ 152,MUTATÁ,ANTIOQUIA,7.33738641971399,-76.48111435673307,100,07:00,17:00,2,semanal,426847.7544769859,420,1020,10.0,Pequeno
C00153,Cliente PUERTO NARE 153,PUERTO NARE,ANTIOQUIA,6.108999820049569,-74.6878609692345,1000,08:00,18:00,3,semanal,2741705.5945871263,480,1080,10.0,Grande
C00154,Cliente EL CARMEN DE VIBORAL 154,EL CARMEN DE VIBORAL,ANTIOQUIA,5.993224040454207,-75.25163905913571,500,06:00,19:00,3,mensual,4193215.975400176,360,1140,13.0,Mediano
C00155,Cliente SAN ANDRÉS DE CUERQUÍA 155,SAN ANDRÉS DE CUERQUÍA,ANTIOQUIA,6.93563084702039,-75.68154243624686,200,07:00,20:00,2,mensual,4365625.462338898,420,1200,13.0,Mediano
C00156,Cliente CARAMANTA 156,CARAMANTA,ANTIOQUIA,5.56830796602259,-75.64566616530105,200,06:00,18:00,3,diario,2803099.588446797,360,1080,12.0,Mediano
C00157,Cliente PEÑOL 157,PEÑOL,ANTIOQUIA,6.232695077350433,-75.24325362513133,1000,07:00,19:00,3,semanal,1336027.726267591,420,1140,12.0,Grande
C00158,Cliente SALGAR 158,SALGAR,ANTIOQUIA,5.983249510819993,-75.99623456127627,200,07:00,19:00,3,mensual,1742267.221891496,420,1140,12.0,Mediano
C00159,Cliente ITUANGO 159,ITUANGO,ANTIOQUIA,7.328729610936953,-75.66827481663798,500,09:00,20:00,3,mensual,873569.0553147481,540,1200,11.0,Mediano
C00160,Cliente ANZÁ 160,ANZÁ,ANTIOQUIA,6.276240637058751,-75.91408245159295,50,07:00,18:00,1,mensual,4951234.445115703,420,1080,11.0,Pequeno
C00161,Cliente CAÑASGORDAS 161,CAÑASGORDAS,ANTIOQUIA,6.8127883552804125,-76.02099337426392,500,06:00,20:00,1,diario,1651870.584790229,360,1200,14.0,Mediano
C00162,Cliente PUEBLORRICO 162,PUEBLORRICO,ANTIOQUIA,5.822453285734284,-75.87066632001248,100,07:00,18:00,3,mensual,555858.417483909,420,1080,11.0,Pequeno
C00163,Cliente CONCEPCIÓN 163,CONCEPCIÓN,ANTIOQUIA,6.377187150848475,-75.20482217936801,200,09:00,20:00,1,semanal,3289830.5106916195,540,1200,11.0,Mediano
C00164,Cliente CALDAS 164,CALDAS,ANTIOQUIA,6.069169013901291,-75.60789727386239,500,06:00,17:00,3,mensual,4824376.337737532,360,1020,11.0,Mediano
C00165,Cliente JAMUNDÍ 165,JAMUNDÍ,VALLE DEL CAUCA,3.204860997093947,-76.60824507408161,50,07:00,20:00,3,mensual,1041777.7605661276,420,1200,13.0,Pequeno
C00166,Cliente CÁCERES 166,CÁCERES,ANTIOQUIA,7.67375206660809,-75.22118742854626,500,09:00,19:00,3,diario,4349684.681380274,540,1140,10.0,Mediano
C00167,Cliente GRANADA 167,GRANADA,ANTIOQUIA,6.1095270425264445,-75.12948871461579,100,09:00,19:00,3,diario,211004.588481697,540,1140,10.0,Pequeno
C00168,Cliente ITUANGO 168,ITUANGO,ANTIOQUIA,7.3602501685445505,-75.69100441501293,50,07:00,18:00,3,semanal,1275322.780236707,420,1080,11.0,Pequeno
C00169,Cliente ANGOSTURA 169,ANGOSTURA,ANTIOQUIA,6.849519753068014,-75.35865221813035,1000,06:00,18:00,3,semanal,2303339.737954916,360,1080,12.0,Grande
C00170,Cliente MUTATÁ 170,MUTATÁ,ANTIOQUIA,7.328141791865432,-76.45584743494562,100,07:00,19:00,3,semanal,3490160.3363263854,420,1140,12.0,Pequeno
C00171,Cliente EL CARMEN DE VIBORAL 171,EL CARMEN DE VIBORAL,ANTIOQUIA,5.996184786521549,-75.24722335388061,200,07:00,19:00,2,semanal,4933979.836672375,420,1140,12.0,Mediano
C00172,Cliente TRUJILLO 172,TRUJILLO,VALLE DEL CAUCA,4.214002821477621,-76.34363273473794,500,09:00,17:00,3,diario,1665983.47580776,540,1020,8.0,Mediano
C00173,Cliente ABEJORRAL 173,ABEJORRAL,ANTIOQUIA,5.805097842239058,-75.42317219056721,50,06:00,20:00,2,semanal,4888458.612258189,360,1200,14.0,Pequeno
C00174,Cliente SAN CARLOS 174,SAN CARLOS,ANTIOQUIA,6.201368257765491,-74.89530422203563,100,07:00,19:00,3,mensual,664888.8353038938,420,1140,12.0,Pequeno
C00175,Cliente YOLOMBÓ 175,YOLOMBÓ,ANTIOQUIA,6.625691305793026,-75.01245417015026,50,07:00,20:00,3,mensual,4018554.0111954696,420,1200,13.0,Pequeno
C00176,Cliente JERICÓ 176,JERICÓ,ANTIOQUIA,5.774310855435246,-75.76550662209704,200,09:00,20:00,3,mensual,2288975.508365585,540,1200,11.0,Mediano
C00177,Cliente ABRIAQUÍ 177,ABRIAQUÍ,ANTIOQUIA,6.609199542243698,-76.09941758076042,200,07:00,18:00,3,semanal,2422430.6964526223,420,1080,11.0,Mediano
C00178,Cliente YARUMAL 178,YARUMAL,ANTIOQUIA,6.981291597512587,-75.45559226629214,1000,09:00,17:00,3,semanal,2516068.796443038,540,1020,8.0,Grande
C00179,Cliente PUERTO TRIUNFO 179,PUERTO TRIUNFO,ANTIOQUIA,5.9356645965716615,-74.68006127923051,1000,09:00,20:00,3,semanal,1037735.1320992684,540,1200,11.0,Grande
C00180,Cliente CAUCASIA 180,CAUCASIA,ANTIOQUIA,7.856764236996892,-75.0382822484533,50,08:00,20:00,2,mensual,2108741.462427357,480,1200,12.0,Pequeno
C00181,Cliente BURITICÁ 181,BURITICÁ,ANTIOQUIA,6.806084623377923,-75.91822855029812,500,07:00,20:00,3,semanal,2594279.5456531886,420,1200,13.0,Mediano
C00182,Cliente SEGOVIA 182,SEGOVIA,ANTIOQUIA,7.264468006767583,-74.6126289535834,500,07:00,19:00,3,semanal,1420297.5963135052,420,1140,12.0,Mediano
C00183,Cliente URRAO 183,URRAO,ANTIOQUIA,6.326695521144346,-76.26469877881335,200,06:00,18:00,3,mensual,701260.041379936,360,1080,12.0,Mediano
C00184,Cliente ANGELÓPOLIS 184,ANGELÓPOLIS,ANTIOQUIA,6.11764271032343,-75.71187544465353,100,09:00,18:00,3,diario,4279206.212179417,540,1080,9.0,Pequeno
C00185,Cliente COPACABANA 185,COPACABANA,ANTIOQUIA,6.341772135976127,-75.4859263339491,50,09:00,18:00,1,semanal,1595132.880647413,540,1080,9.0,Pequeno
C00186,Cliente CAMPAMENTO 186,CAMPAMENTO,ANTIOQUIA,7.026342815308045,-75.28139231341834,50,09:00,20:00,2,mensual,2296258.2298490144,540,1200,11.0,Pequeno
C00187,Cliente DAGUA 187,DAGUA,VALLE DEL CAUCA,3.66517060478643,-76.7227124950487,100,06:00,18:00,3,diario,2274697.4843080016,360,1080,12.0,Pequeno
C00188,Cliente ANGELÓPOLIS 188,ANGELÓPOLIS,ANTIOQUIA,6.126116102464161,-75.70767857132459,500,09:00,17:00,3,semanal,2690884.030233493,540,1020,8.0,Mediano
C00189,Cliente FRONTINO 189,FRONTINO,ANTIOQUIA,6.705131590958768,-76.31976975388199,500,08:00,19:00,3,semanal,219229.44139883295,480,1140,11.0,Mediano
C00190,Cliente PEQUE 190,PEQUE,ANTIOQUIA,7.0264635322435725,-75.88844164887996,500,07:00,17:00,3,semanal,941051.6654899812,420,1020,10.0,Mediano
C00191,Cliente ITAGÜÍ 191,ITAGÜÍ,ANTIOQUIA,6.171925682199071,-75.61391430765246,500,07:00,20:00,3,mensual,74452.9056253276,420,1200,13.0,Mediano
C00192,Cliente GIRALDO 192,GIRALDO,ANTIOQUIA,6.682019772922813,-75.94484214081217,200,07:00,19:00,3,diario,198369.26986975587,420,1140,12.0,Mediano
C00193,Cliente EL BAGRE 193,EL BAGRE,ANTIOQUIA,7.690375045481575,-74.64668446832293,500,08:00,20:00,3,diario,3379380.485214375,480,1200,12.0,Mediano
C00194,Cliente SAN PEDRO DE LOS MILAGROS 194,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,6.448048759733393,-75.54395002668718,100,06:00,19:00,3,semanal,136704.15476720806,360,1140,13.0,Pequeno
C00195,Cliente GINEBRA 195,GINEBRA,VALLE DEL CAUCA,3.757339497653668,-76.17623568656181,50,09:00,19:00,3,semanal,3398741.2595973704,540,1140,10.0,Pequeno
C00196,Cliente JAMUNDÍ 196,JAMUNDÍ,VALLE DEL CAUCA,3.231527403253523,-76.61453062465154,1000,06:00,18:00,2,diario,3044521.917318177,360,1080,12.0,Grande
C00197,Cliente LA CEJA 197,LA CEJA,ANTIOQUIA,6.011611810368852,-75.43459303157108,1000,06:00,17:00,3,mensual,4398652.028441672,360,1020,11.0,Grande
C00198,Cliente ZARAGOZA 198,ZARAGOZA,ANTIOQUIA,7.484611640582232,-74.84145626676477,200,07:00,18:00,3,mensual,2206137.408324018,420,1080,11.0,Mediano
C00199,Cliente NECHÍ 199,NECHÍ,ANTIOQUIA,7.978504284075269,-74.66656708901759,50,06:00,19:00,3,semanal,2839022.6903748717,360,1140,13.0,Pequeno
C00200,Cliente JAMUNDÍ 200,JAMUNDÍ,VALLE DEL CAUCA,3.209434713050814,-76.6296564350951,50,09:00,17:00,3,diario,2955955.4531206973,540,1020,8.0,Pequeno
